	Gene name	Gene	Tissue	Cell type	Level	Reliability
361	HNRNPD	ENSG00000138668	duodenum	glandular cells	High	Supported
362	HNRNPD	ENSG00000138668	endometrium 1	cells in endometrial stroma	Medium	Supported
363	HNRNPD	ENSG00000138668	endometrium 1	glandular cells	High	Supported
364	HNRNPD	ENSG00000138668	endometrium 2	cells in endometrial stroma	Medium	Supported
365	HNRNPD	ENSG00000138668	endometrium 2	glandular cells	Medium	Supported
366	HNRNPD	ENSG00000138668	epididymis	glandular cells	Medium	Supported
367	HNRNPD	ENSG00000138668	esophagus	squamous epithelial cells	High	Supported
368	HNRNPD	ENSG00000138668	fallopian tube	glandular cells	High	Supported
369	HNRNPD	ENSG00000138668	gallbladder	glandular cells	High	Supported
370	HNRNPD	ENSG00000138668	heart muscle	cardiomyocytes	Low	Supported
371	HNRNPD	ENSG00000138668	hippocampus	glial cells	High	Supported
372	HNRNPD	ENSG00000138668	hippocampus	neuronal cells	High	Supported
373	HNRNPD	ENSG00000138668	kidney	cells in glomeruli	High	Supported
374	HNRNPD	ENSG00000138668	kidney	cells in tubules	High	Supported
375	HNRNPD	ENSG00000138668	liver	cholangiocytes	Low	Supported
376	HNRNPD	ENSG00000138668	liver	hepatocytes	Low	Supported
377	HNRNPD	ENSG00000138668	lung	alveolar cells	High	Supported
378	HNRNPD	ENSG00000138668	lung	macrophages	High	Supported
379	HNRNPD	ENSG00000138668	lymph node	germinal center cells	High	Supported
380	HNRNPD	ENSG00000138668	lymph node	non-germinal center cells	High	Supported
381	HNRNPD	ENSG00000138668	nasopharynx	respiratory epithelial cells	Medium	Supported
382	HNRNPD	ENSG00000138668	oral mucosa	squamous epithelial cells	High	Supported
383	HNRNPD	ENSG00000138668	ovary	ovarian stroma cells	Medium	Supported
384	HNRNPD	ENSG00000138668	pancreas	exocrine glandular cells	High	Supported
385	HNRNPD	ENSG00000138668	pancreas	pancreatic endocrine cells	Low	Supported
386	HNRNPD	ENSG00000138668	parathyroid gland	glandular cells	Not detected	Supported
387	HNRNPD	ENSG00000138668	placenta	trophoblastic cells	High	Supported
388	HNRNPD	ENSG00000138668	prostate	glandular cells	High	Supported
389	HNRNPD	ENSG00000138668	rectum	glandular cells	High	Supported
390	HNRNPD	ENSG00000138668	salivary gland	glandular cells	High	Supported
391	HNRNPD	ENSG00000138668	seminal vesicle	glandular cells	High	Supported
392	HNRNPD	ENSG00000138668	skeletal muscle	myocytes	High	Supported
393	HNRNPD	ENSG00000138668	skin 1	fibroblasts	Not detected	Supported
394	HNRNPD	ENSG00000138668	skin 1	keratinocytes	Medium	Supported
395	HNRNPD	ENSG00000138668	skin 1	Langerhans	Low	Supported
396	HNRNPD	ENSG00000138668	skin 1	melanocytes	Low	Supported
397	HNRNPD	ENSG00000138668	skin 2	epidermal cells	High	Supported
398	HNRNPD	ENSG00000138668	small intestine	glandular cells	High	Supported
399	HNRNPD	ENSG00000138668	smooth muscle	smooth muscle cells	Low	Supported
400	HNRNPD	ENSG00000138668	soft tissue 1	fibroblasts	Medium	Supported
401	HNRNPD	ENSG00000138668	soft tissue 1	peripheral nerve	Low	Supported
402	HNRNPD	ENSG00000138668	soft tissue 2	fibroblasts	Medium	Supported
403	HNRNPD	ENSG00000138668	soft tissue 2	peripheral nerve	Low	Supported
404	HNRNPD	ENSG00000138668	spleen	cells in red pulp	High	Supported
405	HNRNPD	ENSG00000138668	spleen	cells in white pulp	High	Supported
406	HNRNPD	ENSG00000138668	stomach 1	glandular cells	High	Supported
407	HNRNPD	ENSG00000138668	stomach 2	glandular cells	High	Supported
408	HNRNPD	ENSG00000138668	testis	elongated or late spermatids	Not detected	Supported
409	HNRNPD	ENSG00000138668	testis	Leydig cells	Not detected	Supported
410	HNRNPD	ENSG00000138668	testis	pachytene spermatocytes	High	Supported
411	HNRNPD	ENSG00000138668	testis	peritubular cells	Not detected	Supported
412	HNRNPD	ENSG00000138668	testis	preleptotene spermatocytes	High	Supported
413	HNRNPD	ENSG00000138668	testis	round or early spermatids	High	Supported
414	HNRNPD	ENSG00000138668	testis	sertoli cells	Not detected	Supported
415	HNRNPD	ENSG00000138668	testis	spermatogonia cells	High	Supported
416	HNRNPD	ENSG00000138668	thyroid gland	glandular cells	Low	Supported
417	HNRNPD	ENSG00000138668	tonsil	germinal center cells	High	Supported
418	HNRNPD	ENSG00000138668	tonsil	non-germinal center cells	High	Supported
419	HNRNPD	ENSG00000138668	tonsil	squamous epithelial cells	High	Supported
420	HNRNPD	ENSG00000138668	urinary bladder	urothelial cells	High	Supported
421	HNRNPD	ENSG00000138668	vagina	squamous epithelial cells	High	Supported
422	COL4A1	ENSG00000187498	adipose tissue	adipocytes	Medium	Approved
423	COL4A1	ENSG00000187498	adrenal gland	glandular cells	Not detected	Approved
424	COL4A1	ENSG00000187498	appendix	glandular cells	Low	Approved
425	COL4A1	ENSG00000187498	appendix	lymphoid tissue	Not detected	Approved
426	COL4A1	ENSG00000187498	bone marrow	hematopoietic cells	Not detected	Approved
427	COL4A1	ENSG00000187498	breast	adipocytes	Low	Approved
428	COL4A1	ENSG00000187498	breast	glandular cells	Not detected	Approved
429	COL4A1	ENSG00000187498	breast	myoepithelial cells	Not detected	Approved
430	COL4A1	ENSG00000187498	bronchus	respiratory epithelial cells	Not detected	Approved
431	COL4A1	ENSG00000187498	caudate	glial cells	Not detected	Approved
432	COL4A1	ENSG00000187498	caudate	neuronal cells	Low	Approved
433	COL4A1	ENSG00000187498	cerebellum	cells in granular layer	Not detected	Approved
434	COL4A1	ENSG00000187498	cerebellum	cells in molecular layer	Not detected	Approved
435	COL4A1	ENSG00000187498	cerebellum	Purkinje cells	Not detected	Approved
436	COL4A1	ENSG00000187498	cerebral cortex	endothelial cells	Medium	Approved
437	COL4A1	ENSG00000187498	cerebral cortex	glial cells	Not detected	Approved
438	COL4A1	ENSG00000187498	cerebral cortex	neuronal cells	Low	Approved
439	COL4A1	ENSG00000187498	cerebral cortex	neuropil	Not detected	Approved
440	COL4A1	ENSG00000187498	colon	endothelial cells	Medium	Approved
441	COL4A1	ENSG00000187498	colon	glandular cells	Not detected	Approved
442	COL4A1	ENSG00000187498	colon	peripheral nerve/ganglion	Low	Approved
443	COL4A1	ENSG00000187498	duodenum	glandular cells	Low	Approved
444	COL4A1	ENSG00000187498	endometrium 1	cells in endometrial stroma	Low	Approved
445	COL4A1	ENSG00000187498	endometrium 1	glandular cells	Not detected	Approved
446	COL4A1	ENSG00000187498	endometrium 2	cells in endometrial stroma	Low	Approved
447	COL4A1	ENSG00000187498	endometrium 2	glandular cells	Not detected	Approved
448	COL4A1	ENSG00000187498	epididymis	glandular cells	Not detected	Approved
449	COL4A1	ENSG00000187498	esophagus	squamous epithelial cells	Not detected	Approved
450	COL4A1	ENSG00000187498	fallopian tube	glandular cells	Not detected	Approved
451	COL4A1	ENSG00000187498	gallbladder	glandular cells	Not detected	Approved
452	COL4A1	ENSG00000187498	heart muscle	cardiomyocytes	Medium	Approved
453	COL4A1	ENSG00000187498	hippocampus	glial cells	Not detected	Approved
454	COL4A1	ENSG00000187498	hippocampus	neuronal cells	Low	Approved
455	COL4A1	ENSG00000187498	kidney	cells in glomeruli	Low	Approved
456	COL4A1	ENSG00000187498	kidney	cells in tubules	Low	Approved
457	COL4A1	ENSG00000187498	liver	cholangiocytes	Low	Approved
458	COL4A1	ENSG00000187498	liver	hepatocytes	Not detected	Approved
459	COL4A1	ENSG00000187498	lung	alveolar cells	Low	Approved
460	COL4A1	ENSG00000187498	lung	macrophages	Low	Approved
461	COL4A1	ENSG00000187498	lymph node	germinal center cells	Not detected	Approved
462	COL4A1	ENSG00000187498	lymph node	non-germinal center cells	Not detected	Approved
463	COL4A1	ENSG00000187498	nasopharynx	respiratory epithelial cells	Not detected	Approved
464	COL4A1	ENSG00000187498	oral mucosa	squamous epithelial cells	Not detected	Approved
465	COL4A1	ENSG00000187498	ovary	ovarian stroma cells	Low	Approved
466	COL4A1	ENSG00000187498	pancreas	exocrine glandular cells	Not detected	Approved
467	COL4A1	ENSG00000187498	pancreas	pancreatic endocrine cells	Not detected	Approved
468	COL4A1	ENSG00000187498	parathyroid gland	glandular cells	Not detected	Approved
469	COL4A1	ENSG00000187498	placenta	decidual cells	Low	Approved
470	COL4A1	ENSG00000187498	placenta	trophoblastic cells	Not detected	Approved
471	COL4A1	ENSG00000187498	prostate	glandular cells	Not detected	Approved
472	COL4A1	ENSG00000187498	rectum	glandular cells	Not detected	Approved
473	COL4A1	ENSG00000187498	salivary gland	glandular cells	Not detected	Approved
474	COL4A1	ENSG00000187498	seminal vesicle	glandular cells	Not detected	Approved
475	COL4A1	ENSG00000187498	skeletal muscle	myocytes	Not detected	Approved
476	COL4A1	ENSG00000187498	skin 1	fibroblasts	Medium	Approved
477	COL4A1	ENSG00000187498	skin 1	keratinocytes	Not detected	Approved
478	COL4A1	ENSG00000187498	skin 1	Langerhans	Not detected	Approved
479	COL4A1	ENSG00000187498	skin 1	melanocytes	Not detected	Approved
480	COL4A1	ENSG00000187498	skin 2	epidermal cells	Not detected	Approved
481	COL4A1	ENSG00000187498	small intestine	glandular cells	Not detected	Approved
482	COL4A1	ENSG00000187498	smooth muscle	smooth muscle cells	Low	Approved
483	COL4A1	ENSG00000187498	soft tissue 1	chondrocytes	Medium	Approved
484	COL4A1	ENSG00000187498	soft tissue 1	fibroblasts	Low	Approved
485	COL4A1	ENSG00000187498	soft tissue 2	fibroblasts	Medium	Approved
486	COL4A1	ENSG00000187498	spleen	cells in red pulp	Low	Approved
487	COL4A1	ENSG00000187498	spleen	cells in white pulp	Low	Approved
488	COL4A1	ENSG00000187498	stomach 1	glandular cells	Not detected	Approved
489	COL4A1	ENSG00000187498	stomach 2	glandular cells	Not detected	Approved
490	COL4A1	ENSG00000187498	testis	cells in seminiferous ducts	Not detected	Approved
491	COL4A1	ENSG00000187498	testis	Leydig cells	Low	Approved
492	COL4A1	ENSG00000187498	thyroid gland	glandular cells	Low	Approved
493	COL4A1	ENSG00000187498	tonsil	germinal center cells	Not detected	Approved
494	COL4A1	ENSG00000187498	tonsil	non-germinal center cells	Not detected	Approved
495	COL4A1	ENSG00000187498	urinary bladder	urothelial cells	Low	Approved
496	COL4A1	ENSG00000187498	vagina	squamous epithelial cells	Not detected	Approved
497	CLU	ENSG00000120885	adipose tissue	adipocytes	Not detected	Enhanced
498	CLU	ENSG00000120885	adrenal gland	glandular cells	Low	Enhanced
499	CLU	ENSG00000120885	appendix	glandular cells	Not detected	Enhanced
500	CLU	ENSG00000120885	appendix	lymphoid tissue	Not detected	Enhanced
501	CLU	ENSG00000120885	bone marrow	hematopoietic cells	Low	Enhanced
502	CLU	ENSG00000120885	breast	glandular cells	Not detected	Enhanced
503	CLU	ENSG00000120885	bronchus	basal cells	Not detected	Enhanced
504	CLU	ENSG00000120885	bronchus	ciliated cells (cell body)	Not detected	Enhanced
505	CLU	ENSG00000120885	bronchus	ciliated cells (cilia axoneme)	Not detected	Enhanced
506	CLU	ENSG00000120885	bronchus	ciliated cells (ciliary rootlets)	High	Enhanced
507	CLU	ENSG00000120885	bronchus	ciliated cells (tip of cilia)	Not detected	Enhanced
508	CLU	ENSG00000120885	bronchus	goblet cells	Not detected	Enhanced
509	CLU	ENSG00000120885	caudate	glial cells	Not detected	Enhanced
510	CLU	ENSG00000120885	caudate	neuronal cells	Not detected	Enhanced
511	CLU	ENSG00000120885	cerebellum	cells in granular layer	Not detected	Enhanced
512	CLU	ENSG00000120885	cerebellum	cells in molecular layer	Not detected	Enhanced
513	CLU	ENSG00000120885	cerebellum	Purkinje cells	Not detected	Enhanced
514	CLU	ENSG00000120885	cerebral cortex	glial cells	Not detected	Enhanced
515	CLU	ENSG00000120885	cerebral cortex	neuronal cells	Not detected	Enhanced
516	CLU	ENSG00000120885	cerebral cortex	neuropil	Medium	Enhanced
517	CLU	ENSG00000120885	cervix, uterine	glandular cells	High	Enhanced
518	CLU	ENSG00000120885	cervix, uterine	squamous epithelial cells	Not detected	Enhanced
519	CLU	ENSG00000120885	colon	endothelial cells	Not detected	Enhanced
520	CLU	ENSG00000120885	colon	glandular cells	Not detected	Enhanced
521	CLU	ENSG00000120885	colon	peripheral nerve/ganglion	Not detected	Enhanced
522	CLU	ENSG00000120885	duodenum	glandular cells	Not detected	Enhanced
523	CLU	ENSG00000120885	endometrium 1	cells in endometrial stroma	Not detected	Enhanced
524	CLU	ENSG00000120885	endometrium 1	glandular cells	High	Enhanced
525	CLU	ENSG00000120885	endometrium 2	cells in endometrial stroma	Not detected	Enhanced
526	CLU	ENSG00000120885	endometrium 2	glandular cells	Medium	Enhanced
527	CLU	ENSG00000120885	epididymis	glandular cells	High	Enhanced
528	CLU	ENSG00000120885	esophagus	squamous epithelial cells	Not detected	Enhanced
529	CLU	ENSG00000120885	fallopian tube	ciliated cells (cell body)	Medium	Enhanced
530	CLU	ENSG00000120885	fallopian tube	ciliated cells (cilia axoneme)	Medium	Enhanced
531	CLU	ENSG00000120885	fallopian tube	ciliated cells (ciliary rootlets)	Low	Enhanced
532	CLU	ENSG00000120885	fallopian tube	ciliated cells (tip of cilia)	Medium	Enhanced
533	CLU	ENSG00000120885	fallopian tube	non-ciliated cells	Medium	Enhanced
534	CLU	ENSG00000120885	gallbladder	glandular cells	Low	Enhanced
535	CLU	ENSG00000120885	heart muscle	cardiomyocytes	Not detected	Enhanced
536	CLU	ENSG00000120885	hippocampus	glial cells	Not detected	Enhanced
537	CLU	ENSG00000120885	hippocampus	neuronal cells	Medium	Enhanced
538	CLU	ENSG00000120885	kidney	cells in glomeruli	Not detected	Enhanced
539	CLU	ENSG00000120885	kidney	cells in tubules	Not detected	Enhanced
540	CLU	ENSG00000120885	liver	cholangiocytes	Not detected	Enhanced
541	CLU	ENSG00000120885	liver	hepatocytes	Not detected	Enhanced
542	CLU	ENSG00000120885	lung	alveolar cells	Not detected	Enhanced
543	CLU	ENSG00000120885	lung	macrophages	Not detected	Enhanced
544	CLU	ENSG00000120885	lymph node	germinal center cells	Not detected	Enhanced
545	CLU	ENSG00000120885	lymph node	non-germinal center cells	Not detected	Enhanced
546	CLU	ENSG00000120885	nasopharynx	basal cells	Not detected	Enhanced
547	CLU	ENSG00000120885	nasopharynx	ciliated cells (cell body)	Not detected	Enhanced
548	CLU	ENSG00000120885	nasopharynx	ciliated cells (cilia axoneme)	Not detected	Enhanced
549	CLU	ENSG00000120885	nasopharynx	ciliated cells (ciliary rootlets)	Not detected	Enhanced
550	CLU	ENSG00000120885	nasopharynx	ciliated cells (tip of cilia)	Not detected	Enhanced
551	CLU	ENSG00000120885	nasopharynx	goblet cells	Not detected	Enhanced
552	CLU	ENSG00000120885	oral mucosa	squamous epithelial cells	Not detected	Enhanced
553	CLU	ENSG00000120885	ovary	ovarian stroma cells	Not detected	Enhanced
554	CLU	ENSG00000120885	pancreas	exocrine glandular cells	Not detected	Enhanced
555	CLU	ENSG00000120885	pancreas	pancreatic endocrine cells	Medium	Enhanced
556	CLU	ENSG00000120885	parathyroid gland	glandular cells	Not detected	Enhanced
557	CLU	ENSG00000120885	placenta	decidual cells	Not detected	Enhanced
558	CLU	ENSG00000120885	placenta	trophoblastic cells	Not detected	Enhanced
559	CLU	ENSG00000120885	prostate	glandular cells	Not detected	Enhanced
560	CLU	ENSG00000120885	rectum	glandular cells	Not detected	Enhanced
561	CLU	ENSG00000120885	salivary gland	glandular cells	Not detected	Enhanced
562	CLU	ENSG00000120885	seminal vesicle	glandular cells	Low	Enhanced
563	CLU	ENSG00000120885	skeletal muscle	myocytes	Not detected	Enhanced
564	CLU	ENSG00000120885	skin 1	fibroblasts	Not detected	Enhanced
565	CLU	ENSG00000120885	skin 1	keratinocytes	Not detected	Enhanced
566	CLU	ENSG00000120885	skin 1	Langerhans	Not detected	Enhanced
567	CLU	ENSG00000120885	skin 1	melanocytes	Not detected	Enhanced
568	CLU	ENSG00000120885	skin 2	epidermal cells	Not detected	Enhanced
569	CLU	ENSG00000120885	small intestine	glandular cells	Not detected	Enhanced
570	CLU	ENSG00000120885	smooth muscle	smooth muscle cells	Not detected	Enhanced
571	CLU	ENSG00000120885	soft tissue 1	chondrocytes	Not detected	Enhanced
572	CLU	ENSG00000120885	soft tissue 1	fibroblasts	Not detected	Enhanced
573	CLU	ENSG00000120885	soft tissue 1	peripheral nerve	Not detected	Enhanced
574	CLU	ENSG00000120885	soft tissue 2	chondrocytes	Not detected	Enhanced
575	CLU	ENSG00000120885	soft tissue 2	fibroblasts	Not detected	Enhanced
576	CLU	ENSG00000120885	soft tissue 2	peripheral nerve	Not detected	Enhanced
577	CLU	ENSG00000120885	spleen	cells in red pulp	Not detected	Enhanced
578	CLU	ENSG00000120885	spleen	cells in white pulp	Not detected	Enhanced
579	CLU	ENSG00000120885	stomach 1	glandular cells	Medium	Enhanced
580	CLU	ENSG00000120885	stomach 2	glandular cells	Medium	Enhanced
581	CLU	ENSG00000120885	testis	cells in seminiferous ducts	Not detected	Enhanced
582	CLU	ENSG00000120885	testis	Leydig cells	Medium	Enhanced
583	CLU	ENSG00000120885	thyroid gland	glandular cells	Not detected	Enhanced
584	CLU	ENSG00000120885	tonsil	germinal center cells	Not detected	Enhanced
585	CLU	ENSG00000120885	tonsil	non-germinal center cells	Not detected	Enhanced
586	CLU	ENSG00000120885	tonsil	squamous epithelial cells	High	Enhanced
587	CLU	ENSG00000120885	urinary bladder	urothelial cells	Not detected	Enhanced
588	CLU	ENSG00000120885	vagina	squamous epithelial cells	Not detected	Enhanced
589	RPS3	ENSG00000149273	adipose tissue	adipocytes	Not detected	Uncertain
590	RPS3	ENSG00000149273	adrenal gland	glandular cells	Medium	Uncertain
591	RPS3	ENSG00000149273	appendix	glandular cells	Medium	Uncertain
592	RPS3	ENSG00000149273	bone marrow	hematopoietic cells	Medium	Uncertain
593	RPS3	ENSG00000149273	breast	adipocytes	Not detected	Uncertain
594	RPS3	ENSG00000149273	breast	glandular cells	Medium	Uncertain
595	RPS3	ENSG00000149273	breast	myoepithelial cells	Medium	Uncertain
596	RPS3	ENSG00000149273	bronchus	respiratory epithelial cells	Medium	Uncertain
597	RPS3	ENSG00000149273	caudate	glial cells	Not detected	Uncertain
598	RPS3	ENSG00000149273	caudate	neuronal cells	Medium	Uncertain
599	RPS3	ENSG00000149273	cerebellum	cells in granular layer	Low	Uncertain
600	RPS3	ENSG00000149273	cerebellum	cells in molecular layer	Medium	Uncertain
601	RPS3	ENSG00000149273	cerebellum	Purkinje cells	High	Uncertain
602	RPS3	ENSG00000149273	cerebral cortex	endothelial cells	Not detected	Uncertain
603	RPS3	ENSG00000149273	cerebral cortex	glial cells	Low	Uncertain
604	RPS3	ENSG00000149273	cerebral cortex	neuronal cells	High	Uncertain
605	RPS3	ENSG00000149273	cerebral cortex	neuropil	Not detected	Uncertain
606	RPS3	ENSG00000149273	cervix, uterine	glandular cells	High	Uncertain
607	RPS3	ENSG00000149273	cervix, uterine	squamous epithelial cells	High	Uncertain
608	RPS3	ENSG00000149273	colon	endothelial cells	Not detected	Uncertain
609	RPS3	ENSG00000149273	colon	glandular cells	Medium	Uncertain
610	RPS3	ENSG00000149273	colon	peripheral nerve/ganglion	Medium	Uncertain
611	RPS3	ENSG00000149273	duodenum	glandular cells	Medium	Uncertain
612	RPS3	ENSG00000149273	endometrium 1	cells in endometrial stroma	Not detected	Uncertain
613	RPS3	ENSG00000149273	endometrium 1	glandular cells	Medium	Uncertain
614	RPS3	ENSG00000149273	endometrium 2	cells in endometrial stroma	Medium	Uncertain
615	RPS3	ENSG00000149273	endometrium 2	glandular cells	Medium	Uncertain
616	RPS3	ENSG00000149273	epididymis	glandular cells	Low	Uncertain
617	RPS3	ENSG00000149273	esophagus	squamous epithelial cells	High	Uncertain
618	RPS3	ENSG00000149273	fallopian tube	glandular cells	Medium	Uncertain
619	RPS3	ENSG00000149273	gallbladder	glandular cells	Medium	Uncertain
620	RPS3	ENSG00000149273	heart muscle	cardiomyocytes	Low	Uncertain
621	RPS3	ENSG00000149273	hippocampus	glial cells	Not detected	Uncertain
622	RPS3	ENSG00000149273	hippocampus	neuronal cells	High	Uncertain
