	Gene name	Gene	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
311	DGKZ	ENSG00000149091	ovarian cancer	0.0	0.0	1.0	11.0				0.02487
312	DGKZ	ENSG00000149091	pancreatic cancer	0.0	0.0	2.0	10.0		0.003658		
313	DGKZ	ENSG00000149091	prostate cancer	0.0	0.0	0.0	12.0				0.08177
314	DGKZ	ENSG00000149091	renal cancer	0.0	0.0	0.0	12.0			4.736e-05	
315	DGKZ	ENSG00000149091	skin cancer	0.0	1.0	1.0	10.0				
316	DGKZ	ENSG00000149091	stomach cancer	0.0	0.0	1.0	11.0		0.001476		
317	DGKZ	ENSG00000149091	testis cancer	0.0	3.0	5.0	4.0				0.07746
318	DGKZ	ENSG00000149091	thyroid cancer	0.0	0.0	0.0	3.0		0.03614		
319	DGKZ	ENSG00000149091	urothelial cancer	0.0	1.0	0.0	11.0		0.007839		
320	KIF3B	ENSG00000101350	breast cancer	1.0	6.0	5.0	0.0				0.01737
321	KIF3B	ENSG00000101350	carcinoid	0.0	1.0	0.0	3.0				
322	KIF3B	ENSG00000101350	cervical cancer	0.0	2.0	8.0	2.0				0.2253
323	KIF3B	ENSG00000101350	colorectal cancer	0.0	3.0	5.0	4.0		0.05144		
324	KIF3B	ENSG00000101350	endometrial cancer	0.0	3.0	3.0	5.0		0.1845		
325	KIF3B	ENSG00000101350	glioma	0.0	2.0	5.0	4.0		0.273		
326	KIF3B	ENSG00000101350	head and neck cancer	0.0	2.0	1.0	1.0		0.2886		
327	KIF3B	ENSG00000101350	liver cancer	3.0	3.0	1.0	5.0				0.01492
328	KIF3B	ENSG00000101350	lung cancer	0.0	2.0	3.0	6.0				0.2141
329	KIF3B	ENSG00000101350	lymphoma	0.0	0.0	3.0	8.0				
330	KIF3B	ENSG00000101350	melanoma	0.0	6.0	2.0	3.0		0.009014		
331	KIF3B	ENSG00000101350	ovarian cancer	0.0	3.0	3.0	5.0				0.093
332	KIF3B	ENSG00000101350	pancreatic cancer	5.0	5.0	0.0	2.0		0.1408		
333	KIF3B	ENSG00000101350	prostate cancer	0.0	3.0	1.0	8.0		0.1181		
334	KIF3B	ENSG00000101350	renal cancer	0.0	0.0	0.0	11.0	1.437e-12			
335	KIF3B	ENSG00000101350	skin cancer	0.0	4.0	5.0	3.0				
336	KIF3B	ENSG00000101350	stomach cancer	0.0	4.0	5.0	3.0		0.02406		
337	KIF3B	ENSG00000101350	testis cancer	0.0	1.0	1.0	10.0				0.2678
338	KIF3B	ENSG00000101350	thyroid cancer	0.0	1.0	0.0	3.0				0.05114
339	KIF3B	ENSG00000101350	urothelial cancer	1.0	4.0	3.0	4.0				0.04416
340	PARD6A	ENSG00000102981	breast cancer	0.0	3.0	3.0	4.0	0.0005403			
341	PARD6A	ENSG00000102981	carcinoid	0.0	1.0	0.0	3.0				
342	PARD6A	ENSG00000102981	cervical cancer	1.0	7.0	2.0	2.0		0.0618		
343	PARD6A	ENSG00000102981	colorectal cancer	0.0	0.0	5.0	6.0		0.177		
344	PARD6A	ENSG00000102981	endometrial cancer	4.0	4.0	0.0	2.0		0.01333		
345	PARD6A	ENSG00000102981	glioma	0.0	3.0	1.0	6.0		0.07631		
346	PARD6A	ENSG00000102981	head and neck cancer	3.0	0.0	0.0	1.0		0.004075		
347	PARD6A	ENSG00000102981	liver cancer	0.0	1.0	3.0	6.0				0.01229
348	PARD6A	ENSG00000102981	lung cancer	0.0	10.0	1.0	1.0				0.1272
349	PARD6A	ENSG00000102981	lymphoma	0.0	0.0	0.0	12.0				
350	PARD6A	ENSG00000102981	melanoma	6.0	2.0	4.0	0.0		0.06591		
351	PARD6A	ENSG00000102981	ovarian cancer	1.0	6.0	3.0	2.0		0.2091		
352	PARD6A	ENSG00000102981	pancreatic cancer	2.0	3.0	3.0	2.0		0.001977		
353	PARD6A	ENSG00000102981	prostate cancer	0.0	7.0	1.0	2.0				0.09133
354	PARD6A	ENSG00000102981	renal cancer	4.0	1.0	5.0	2.0	3.08e-07			
355	PARD6A	ENSG00000102981	skin cancer	2.0	7.0	2.0	1.0				
356	PARD6A	ENSG00000102981	stomach cancer	0.0	0.0	1.0	8.0		0.009216		
357	PARD6A	ENSG00000102981	testis cancer	4.0	4.0	0.0	1.0		0.06685		
358	PARD6A	ENSG00000102981	thyroid cancer	2.0	0.0	2.0	0.0				0.1246
359	PARD6A	ENSG00000102981	urothelial cancer	3.0	2.0	3.0	1.0		0.01394		
360	MYC	ENSG00000136997	breast cancer	0.0	8.0	3.0	1.0		0.01445		
361	MYC	ENSG00000136997	carcinoid	0.0	1.0	1.0	2.0				
362	MYC	ENSG00000136997	cervical cancer	1.0	7.0	2.0	1.0				0.003998
363	MYC	ENSG00000136997	colorectal cancer	1.0	7.0	2.0	2.0		0.00394		
364	MYC	ENSG00000136997	endometrial cancer	0.0	1.0	9.0	1.0				0.002406
365	MYC	ENSG00000136997	glioma	0.0	2.0	2.0	7.0		0.08145		
366	MYC	ENSG00000136997	head and neck cancer	0.0	1.0	1.0	2.0				0.003357
367	MYC	ENSG00000136997	liver cancer	0.0	8.0	0.0	2.0				0.05805
368	MYC	ENSG00000136997	lung cancer	1.0	6.0	3.0	0.0				0.004942
369	MYC	ENSG00000136997	lymphoma	0.0	2.0	4.0	6.0				
370	MYC	ENSG00000136997	melanoma	1.0	4.0	4.0	3.0				0.1594
371	MYC	ENSG00000136997	ovarian cancer	1.0	5.0	4.0	1.0			0.000752	
372	MYC	ENSG00000136997	pancreatic cancer	0.0	9.0	1.0	2.0				0.005191
373	MYC	ENSG00000136997	prostate cancer	4.0	3.0	2.0	2.0				0.009857
374	MYC	ENSG00000136997	renal cancer	0.0	7.0	3.0	2.0			5.495e-08	
375	MYC	ENSG00000136997	skin cancer	0.0	5.0	3.0	3.0				
376	MYC	ENSG00000136997	stomach cancer	1.0	9.0	2.0	0.0		0.07853		
377	MYC	ENSG00000136997	testis cancer	0.0	4.0	2.0	5.0				0.04661
378	MYC	ENSG00000136997	thyroid cancer	0.0	1.0	1.0	2.0				0.2477
379	MYC	ENSG00000136997	urothelial cancer	0.0	10.0	1.0	0.0			4.963e-05	
380	CBX5	ENSG00000094916	breast cancer	6.0	5.0	1.0	0.0				0.01579
381	CBX5	ENSG00000094916	carcinoid	2.0	2.0	0.0	0.0				
382	CBX5	ENSG00000094916	cervical cancer	4.0	7.0	0.0	0.0		0.07985		
383	CBX5	ENSG00000094916	colorectal cancer	4.0	6.0	2.0	0.0		0.01154		
384	CBX5	ENSG00000094916	endometrial cancer	1.0	5.0	2.0	3.0				0.005052
385	CBX5	ENSG00000094916	glioma	8.0	3.0	1.0	0.0		0.3798		
386	CBX5	ENSG00000094916	head and neck cancer	2.0	0.0	0.0	1.0		0.004591		
387	CBX5	ENSG00000094916	liver cancer	0.0	5.0	3.0	4.0				0.002971
388	CBX5	ENSG00000094916	lung cancer	0.0	1.0	5.0	3.0				0.006386
389	CBX5	ENSG00000094916	lymphoma	0.0	4.0	8.0	0.0				
390	CBX5	ENSG00000094916	melanoma	1.0	4.0	5.0	1.0				0.02568
391	CBX5	ENSG00000094916	ovarian cancer	0.0	5.0	6.0	1.0		0.1411		
392	CBX5	ENSG00000094916	pancreatic cancer	0.0	3.0	5.0	2.0		0.04466		
393	CBX5	ENSG00000094916	prostate cancer	2.0	7.0	0.0	0.0				0.1959
394	CBX5	ENSG00000094916	renal cancer	1.0	2.0	6.0	3.0		0.2339		
395	CBX5	ENSG00000094916	skin cancer	0.0	7.0	3.0	2.0				
396	CBX5	ENSG00000094916	stomach cancer	0.0	2.0	3.0	5.0				0.1697
397	CBX5	ENSG00000094916	testis cancer	1.0	5.0	4.0	2.0				0.1081
398	CBX5	ENSG00000094916	thyroid cancer	1.0	3.0	0.0	0.0				0.0626
399	CBX5	ENSG00000094916	urothelial cancer	1.0	4.0	3.0	2.0				0.08642
400	RBX1	ENSG00000100387	breast cancer						0.2341		
401	RBX1	ENSG00000100387	carcinoid								
402	RBX1	ENSG00000100387	cervical cancer						0.01543		
403	RBX1	ENSG00000100387	colorectal cancer						0.1309		
404	RBX1	ENSG00000100387	endometrial cancer						0.001599		
405	RBX1	ENSG00000100387	glioma						0.2296		
406	RBX1	ENSG00000100387	head and neck cancer								0.02923
407	RBX1	ENSG00000100387	liver cancer								0.001819
408	RBX1	ENSG00000100387	lung cancer						0.1738		
409	RBX1	ENSG00000100387	lymphoma								
410	RBX1	ENSG00000100387	melanoma								0.0661
411	RBX1	ENSG00000100387	ovarian cancer					0.0006627			
412	RBX1	ENSG00000100387	pancreatic cancer								0.005014
413	RBX1	ENSG00000100387	prostate cancer								0.2187
414	RBX1	ENSG00000100387	renal cancer								0.004992
415	RBX1	ENSG00000100387	skin cancer								
416	RBX1	ENSG00000100387	stomach cancer								0.02223
417	RBX1	ENSG00000100387	testis cancer								0.1341
418	RBX1	ENSG00000100387	thyroid cancer						0.04572		
419	RBX1	ENSG00000100387	urothelial cancer						0.03049		
420	TCP1	ENSG00000120438	breast cancer	0.0	0.0	4.0	7.0			8.877e-05	
421	TCP1	ENSG00000120438	carcinoid	0.0	0.0	1.0	3.0				
422	TCP1	ENSG00000120438	cervical cancer	0.0	0.0	1.0	11.0				0.01336
423	TCP1	ENSG00000120438	colorectal cancer	0.0	0.0	2.0	10.0		0.00164		
424	TCP1	ENSG00000120438	endometrial cancer	0.0	0.0	0.0	11.0				0.02666
425	TCP1	ENSG00000120438	glioma	0.0	0.0	1.0	9.0		0.05495		
426	TCP1	ENSG00000120438	head and neck cancer	0.0	0.0	2.0	1.0				0.001389
427	TCP1	ENSG00000120438	liver cancer	0.0	6.0	5.0	0.0			1.491e-05	
428	TCP1	ENSG00000120438	lung cancer	0.0	2.0	3.0	7.0				0.01542
429	TCP1	ENSG00000120438	lymphoma	0.0	0.0	3.0	9.0				
430	TCP1	ENSG00000120438	melanoma	0.0	0.0	3.0	9.0		0.2435		
431	TCP1	ENSG00000120438	ovarian cancer	0.0	1.0	1.0	10.0				0.02643
432	TCP1	ENSG00000120438	pancreatic cancer	0.0	8.0	2.0	2.0		0.09341		
433	TCP1	ENSG00000120438	prostate cancer	0.0	0.0	0.0	12.0				0.05171
434	TCP1	ENSG00000120438	renal cancer	0.0	2.0	1.0	8.0				0.002098
435	TCP1	ENSG00000120438	skin cancer	0.0	0.0	2.0	9.0				
436	TCP1	ENSG00000120438	stomach cancer	0.0	6.0	5.0	1.0		0.1805		
437	TCP1	ENSG00000120438	testis cancer	0.0	4.0	3.0	5.0		0.215		
438	TCP1	ENSG00000120438	thyroid cancer	0.0	1.0	1.0	1.0		0.1761		
439	TCP1	ENSG00000120438	urothelial cancer	0.0	2.0	6.0	3.0				0.1538
440	HNRNPL	ENSG00000104824	breast cancer	12.0	0.0	0.0	0.0		0.05333		
441	HNRNPL	ENSG00000104824	carcinoid	4.0	0.0	0.0	0.0				
442	HNRNPL	ENSG00000104824	cervical cancer	12.0	0.0	0.0	0.0		0.04581		
443	HNRNPL	ENSG00000104824	colorectal cancer	11.0	0.0	0.0	0.0		0.2275		
444	HNRNPL	ENSG00000104824	endometrial cancer	12.0	0.0	0.0	0.0				0.009673
445	HNRNPL	ENSG00000104824	glioma	12.0	0.0	0.0	0.0		0.008987		
446	HNRNPL	ENSG00000104824	head and neck cancer	3.0	0.0	0.0	0.0				0.004903
447	HNRNPL	ENSG00000104824	liver cancer	8.0	2.0	0.0	0.0			3.253e-06	
448	HNRNPL	ENSG00000104824	lung cancer	12.0	0.0	0.0	0.0				0.1445
449	HNRNPL	ENSG00000104824	lymphoma	11.0	1.0	0.0	0.0				
450	HNRNPL	ENSG00000104824	melanoma	10.0	2.0	0.0	0.0				0.08848
451	HNRNPL	ENSG00000104824	ovarian cancer	12.0	0.0	0.0	0.0		0.2411		
452	HNRNPL	ENSG00000104824	pancreatic cancer	10.0	1.0	0.0	0.0			0.0009691	
453	HNRNPL	ENSG00000104824	prostate cancer	11.0	1.0	0.0	0.0				0.01573
454	HNRNPL	ENSG00000104824	renal cancer	9.0	3.0	0.0	0.0			1.964e-11	
455	HNRNPL	ENSG00000104824	skin cancer	12.0	0.0	0.0	0.0				
456	HNRNPL	ENSG00000104824	stomach cancer	9.0	0.0	0.0	0.0		0.02173		
457	HNRNPL	ENSG00000104824	testis cancer	11.0	0.0	0.0	0.0		0.04226		
458	HNRNPL	ENSG00000104824	thyroid cancer	4.0	0.0	0.0	0.0		0.0158		
459	HNRNPL	ENSG00000104824	urothelial cancer	10.0	1.0	0.0	0.0		0.0439		
460	CDKN2A	ENSG00000147889	breast cancer	1.0	2.0	5.0	4.0		0.03407		
461	CDKN2A	ENSG00000147889	carcinoid	1.0	1.0	1.0	1.0				
462	CDKN2A	ENSG00000147889	cervical cancer	9.0	2.0	1.0	0.0				0.04507
463	CDKN2A	ENSG00000147889	colorectal cancer	2.0	8.0	1.0	1.0				0.002996
464	CDKN2A	ENSG00000147889	endometrial cancer	6.0	2.0	4.0	0.0			1.823e-07	
465	CDKN2A	ENSG00000147889	glioma	2.0	5.0	3.0	2.0		0.05224		
466	CDKN2A	ENSG00000147889	head and neck cancer	1.0	1.0	0.0	2.0	0.0005189			
467	CDKN2A	ENSG00000147889	liver cancer	1.0	1.0	1.0	8.0			0.0002167	
468	CDKN2A	ENSG00000147889	lung cancer	2.0	2.0	3.0	4.0				0.01249
469	CDKN2A	ENSG00000147889	lymphoma	0.0	2.0	5.0	5.0				
470	CDKN2A	ENSG00000147889	melanoma	4.0	2.0	0.0	3.0		0.1049		
471	CDKN2A	ENSG00000147889	ovarian cancer	6.0	1.0	0.0	5.0		0.104		
472	CDKN2A	ENSG00000147889	pancreatic cancer	1.0	0.0	1.0	6.0		0.1705		
473	CDKN2A	ENSG00000147889	prostate cancer	0.0	5.0	3.0	3.0				0.01564
474	CDKN2A	ENSG00000147889	renal cancer	0.0	1.0	3.0	8.0			5.759e-07	
475	CDKN2A	ENSG00000147889	skin cancer	1.0	3.0	3.0	4.0				
476	CDKN2A	ENSG00000147889	stomach cancer	6.0	0.0	0.0	3.0		0.09414		
477	CDKN2A	ENSG00000147889	testis cancer	1.0	1.0	1.0	8.0				0.01224
478	CDKN2A	ENSG00000147889	thyroid cancer	3.0	0.0	0.0	1.0				0.03051
479	CDKN2A	ENSG00000147889	urothelial cancer	3.0	0.0	2.0	7.0		0.3549		
480	AR	ENSG00000169083	breast cancer	3.0	6.0	2.0	1.0				0.1338
481	AR	ENSG00000169083	carcinoid	0.0	0.0	0.0	4.0				
482	AR	ENSG00000169083	cervical cancer	0.0	0.0	2.0	9.0		0.008098		
483	AR	ENSG00000169083	colorectal cancer	0.0	0.0	1.0	10.0				0.0249
484	AR	ENSG00000169083	endometrial cancer	0.0	2.0	1.0	8.0		0.05953		
485	AR	ENSG00000169083	glioma	0.0	0.0	0.0	11.0		0.01038		
486	AR	ENSG00000169083	head and neck cancer	0.0	1.0	0.0	3.0		0.03348		
487	AR	ENSG00000169083	liver cancer	0.0	0.0	0.0	12.0	0.000877			
488	AR	ENSG00000169083	lung cancer	0.0	1.0	0.0	11.0		0.04986		
489	AR	ENSG00000169083	lymphoma	0.0	0.0	0.0	12.0				
490	AR	ENSG00000169083	melanoma	0.0	0.0	0.0	12.0		0.1721		
491	AR	ENSG00000169083	ovarian cancer	2.0	3.0	0.0	6.0		0.07793		
492	AR	ENSG00000169083	pancreatic cancer	0.0	0.0	0.0	12.0		0.2296		
493	AR	ENSG00000169083	prostate cancer	7.0	0.0	0.0	1.0				0.2294
494	AR	ENSG00000169083	renal cancer	0.0	0.0	0.0	12.0	1.032e-08			
495	AR	ENSG00000169083	skin cancer	1.0	2.0	2.0	7.0				
496	AR	ENSG00000169083	stomach cancer	0.0	0.0	0.0	12.0				0.008233
497	AR	ENSG00000169083	testis cancer	1.0	1.0	0.0	10.0		0.08899		
498	AR	ENSG00000169083	thyroid cancer	0.0	0.0	0.0	4.0				0.04233
499	AR	ENSG00000169083	urothelial cancer	0.0	0.0	2.0	9.0		0.07967		
500	EP300	ENSG00000100393	breast cancer	3.0	8.0	0.0	0.0				0.07666
501	EP300	ENSG00000100393	carcinoid	1.0	2.0	0.0	0.0				
502	EP300	ENSG00000100393	cervical cancer	2.0	10.0	0.0	0.0		0.0556		
503	EP300	ENSG00000100393	colorectal cancer	3.0	7.0	0.0	1.0		0.229		
504	EP300	ENSG00000100393	endometrial cancer	3.0	8.0	1.0	0.0		0.2515		
505	EP300	ENSG00000100393	glioma	2.0	8.0	2.0	0.0		0.006096		
506	EP300	ENSG00000100393	head and neck cancer	2.0	2.0	0.0	0.0		0.1665		
507	EP300	ENSG00000100393	liver cancer	1.0	6.0	1.0	3.0				0.02209
508	EP300	ENSG00000100393	lung cancer	4.0	7.0	1.0	0.0		0.2134		
509	EP300	ENSG00000100393	lymphoma	0.0	11.0	1.0	0.0				
510	EP300	ENSG00000100393	melanoma	4.0	8.0	0.0	0.0				0.1545
511	EP300	ENSG00000100393	ovarian cancer	1.0	10.0	0.0	0.0				0.08972
512	EP300	ENSG00000100393	pancreatic cancer	3.0	7.0	1.0	0.0				0.01737
513	EP300	ENSG00000100393	prostate cancer	4.0	8.0	0.0	0.0		0.08536		
514	EP300	ENSG00000100393	renal cancer	4.0	7.0	0.0	0.0	7.447e-05			
515	EP300	ENSG00000100393	skin cancer	0.0	12.0	0.0	0.0				
516	EP300	ENSG00000100393	stomach cancer	1.0	10.0	0.0	0.0		0.07972		
517	EP300	ENSG00000100393	testis cancer	4.0	8.0	0.0	0.0				0.1406
518	EP300	ENSG00000100393	thyroid cancer	1.0	3.0	0.0	0.0				0.1015
519	EP300	ENSG00000100393	urothelial cancer	6.0	5.0	1.0	0.0				0.08656
520	DNAJA3	ENSG00000103423	breast cancer	9.0	2.0	1.0	0.0				0.0565
521	DNAJA3	ENSG00000103423	carcinoid	0.0	3.0	1.0	0.0				
522	DNAJA3	ENSG00000103423	cervical cancer	3.0	5.0	2.0	0.0		0.1342		
523	DNAJA3	ENSG00000103423	colorectal cancer	11.0	1.0	0.0	0.0		0.002862		
524	DNAJA3	ENSG00000103423	endometrial cancer	4.0	7.0	0.0	0.0				0.02912
525	DNAJA3	ENSG00000103423	glioma	4.0	6.0	1.0	1.0				0.4167
526	DNAJA3	ENSG00000103423	head and neck cancer	2.0	2.0	0.0	0.0				0.05181
527	DNAJA3	ENSG00000103423	liver cancer	8.0	4.0	0.0	0.0				0.1597
528	DNAJA3	ENSG00000103423	lung cancer	2.0	8.0	1.0	0.0		0.1379		
529	DNAJA3	ENSG00000103423	lymphoma	7.0	5.0	0.0	0.0				
530	DNAJA3	ENSG00000103423	melanoma	8.0	3.0	0.0	0.0				0.2062
531	DNAJA3	ENSG00000103423	ovarian cancer	4.0	7.0	0.0	0.0				0.003159
532	DNAJA3	ENSG00000103423	pancreatic cancer	5.0	6.0	0.0	0.0				0.1552
533	DNAJA3	ENSG00000103423	prostate cancer	4.0	6.0	0.0	0.0				0.03271
534	DNAJA3	ENSG00000103423	renal cancer	1.0	10.0	0.0	1.0	0.0001789			
535	DNAJA3	ENSG00000103423	skin cancer	0.0	6.0	3.0	0.0				
536	DNAJA3	ENSG00000103423	stomach cancer	5.0	6.0	0.0	0.0		0.04172		
537	DNAJA3	ENSG00000103423	testis cancer	3.0	7.0	1.0	0.0				0.1572
538	DNAJA3	ENSG00000103423	thyroid cancer	2.0	1.0	0.0	0.0				0.1343
539	DNAJA3	ENSG00000103423	urothelial cancer	3.0	7.0	0.0	0.0				0.192
540	MKNK2	ENSG00000099875	breast cancer	4.0	8.0	0.0	0.0		0.08757		
541	MKNK2	ENSG00000099875	carcinoid	0.0	4.0	0.0	0.0				
542	MKNK2	ENSG00000099875	cervical cancer	5.0	7.0	0.0	0.0		0.1706		
543	MKNK2	ENSG00000099875	colorectal cancer	5.0	4.0	1.0	1.0				0.1638
544	MKNK2	ENSG00000099875	endometrial cancer	7.0	5.0	0.0	0.0	4.861e-05			
545	MKNK2	ENSG00000099875	glioma	3.0	8.0	0.0	0.0		0.3075		
546	MKNK2	ENSG00000099875	head and neck cancer	2.0	2.0	0.0	0.0		0.01591		
547	MKNK2	ENSG00000099875	liver cancer	4.0	3.0	4.0	0.0				0.006418
548	MKNK2	ENSG00000099875	lung cancer	5.0	6.0	0.0	0.0		0.1346		
549	MKNK2	ENSG00000099875	lymphoma	5.0	4.0	3.0	0.0				
550	MKNK2	ENSG00000099875	melanoma	7.0	5.0	0.0	0.0		0.04318		
551	MKNK2	ENSG00000099875	ovarian cancer	8.0	4.0	0.0	0.0				0.07524
552	MKNK2	ENSG00000099875	pancreatic cancer	3.0	6.0	0.0	1.0				0.1078
553	MKNK2	ENSG00000099875	prostate cancer	1.0	8.0	1.0	0.0				0.06559
554	MKNK2	ENSG00000099875	renal cancer	1.0	7.0	2.0	0.0		0.04066		
555	MKNK2	ENSG00000099875	skin cancer	3.0	9.0	0.0	0.0				
556	MKNK2	ENSG00000099875	stomach cancer	1.0	5.0	6.0	0.0	0.0004008			
557	MKNK2	ENSG00000099875	testis cancer	5.0	6.0	0.0	0.0				0.1634
558	MKNK2	ENSG00000099875	thyroid cancer	2.0	2.0	0.0	0.0		0.1598		
559	MKNK2	ENSG00000099875	urothelial cancer	3.0	8.0	0.0	0.0		0.1595		
560	MCM7	ENSG00000166508	breast cancer	8.0	2.0	2.0	0.0		0.1871		
561	MCM7	ENSG00000166508	carcinoid	1.0	1.0	1.0	0.0				
562	MCM7	ENSG00000166508	cervical cancer	10.0	2.0	0.0	0.0	0.0001278			
563	MCM7	ENSG00000166508	colorectal cancer	8.0	3.0	0.0	1.0		0.1363		
564	MCM7	ENSG00000166508	endometrial cancer	5.0	2.0	2.0	2.0				0.05204
565	MCM7	ENSG00000166508	glioma	2.0	5.0	2.0	2.0				0.1943
566	MCM7	ENSG00000166508	head and neck cancer	2.0	1.0	1.0	0.0		0.07034		
567	MCM7	ENSG00000166508	liver cancer	3.0	2.0	1.0	5.0			0.0002177	
568	MCM7	ENSG00000166508	lung cancer	5.0	2.0	3.0	1.0				0.02084
569	MCM7	ENSG00000166508	lymphoma	7.0	1.0	0.0	4.0				
570	MCM7	ENSG00000166508	melanoma	7.0	3.0	1.0	1.0				0.005786
571	MCM7	ENSG00000166508	ovarian cancer	7.0	3.0	1.0	0.0		0.02162		
572	MCM7	ENSG00000166508	pancreatic cancer	7.0	2.0	1.0	2.0				0.2417
573	MCM7	ENSG00000166508	prostate cancer	0.0	5.0	5.0	2.0				0.009337
574	MCM7	ENSG00000166508	renal cancer	2.0	3.0	2.0	5.0				0.03829
575	MCM7	ENSG00000166508	skin cancer	8.0	3.0	0.0	0.0				
576	MCM7	ENSG00000166508	stomach cancer	4.0	6.0	0.0	0.0		0.05409		
577	MCM7	ENSG00000166508	testis cancer	10.0	1.0	1.0	0.0		0.1762		
578	MCM7	ENSG00000166508	thyroid cancer	2.0	1.0	1.0	0.0		0.01321		
579	MCM7	ENSG00000166508	urothelial cancer	4.0	4.0	2.0	1.0		0.2382		
580	KLF4	ENSG00000136826	breast cancer	0.0	1.0	1.0	10.0		0.2058		
581	KLF4	ENSG00000136826	carcinoid	0.0	0.0	0.0	4.0				
582	KLF4	ENSG00000136826	cervical cancer	0.0	4.0	4.0	3.0		0.01415		
583	KLF4	ENSG00000136826	colorectal cancer	1.0	0.0	4.0	6.0		0.01136		
584	KLF4	ENSG00000136826	endometrial cancer	0.0	0.0	1.0	10.0		0.2453		
585	KLF4	ENSG00000136826	glioma	0.0	0.0	0.0	12.0				0.1548
586	KLF4	ENSG00000136826	head and neck cancer	2.0	1.0	1.0	0.0		0.006582		
587	KLF4	ENSG00000136826	liver cancer	0.0	0.0	2.0	10.0				0.03436
588	KLF4	ENSG00000136826	lung cancer	0.0	3.0	1.0	8.0				0.0649
589	KLF4	ENSG00000136826	lymphoma	0.0	0.0	0.0	12.0				
590	KLF4	ENSG00000136826	melanoma	0.0	1.0	0.0	10.0				0.3452
591	KLF4	ENSG00000136826	ovarian cancer	0.0	1.0	1.0	10.0				0.01287
592	KLF4	ENSG00000136826	pancreatic cancer	0.0	4.0	0.0	7.0				0.01178
593	KLF4	ENSG00000136826	prostate cancer	0.0	0.0	0.0	9.0				0.1084
594	KLF4	ENSG00000136826	renal cancer	0.0	0.0	0.0	12.0	3.93e-05			
595	KLF4	ENSG00000136826	skin cancer	3.0	3.0	0.0	5.0				
596	KLF4	ENSG00000136826	stomach cancer	0.0	2.0	5.0	3.0				0.2549
597	KLF4	ENSG00000136826	testis cancer	1.0	4.0	2.0	5.0				0.1667
598	KLF4	ENSG00000136826	thyroid cancer	0.0	0.0	0.0	4.0				0.08133
599	KLF4	ENSG00000136826	urothelial cancer	2.0	2.0	0.0	7.0				0.08317
600	MYBBP1A	ENSG00000132382	breast cancer	2.0	4.0	4.0	1.0		0.0806		
601	MYBBP1A	ENSG00000132382	carcinoid	2.0	1.0	1.0	0.0				
602	MYBBP1A	ENSG00000132382	cervical cancer	4.0	4.0	0.0	4.0				0.2332
603	MYBBP1A	ENSG00000132382	colorectal cancer	7.0	5.0	0.0	0.0				0.1709
604	MYBBP1A	ENSG00000132382	endometrial cancer	2.0	3.0	5.0	1.0		0.0901		
605	MYBBP1A	ENSG00000132382	glioma	4.0	4.0	2.0	1.0				0.07815
606	MYBBP1A	ENSG00000132382	head and neck cancer	1.0	1.0	0.0	0.0				0.1287
607	MYBBP1A	ENSG00000132382	liver cancer	4.0	3.0	1.0	1.0				0.001566
608	MYBBP1A	ENSG00000132382	lung cancer	4.0	1.0	3.0	2.0				0.2223
609	MYBBP1A	ENSG00000132382	lymphoma	1.0	7.0	1.0	3.0				
610	MYBBP1A	ENSG00000132382	melanoma	9.0	1.0	0.0	1.0			0.0008474	
611	MYBBP1A	ENSG00000132382	ovarian cancer	5.0	5.0	0.0	2.0				0.1843
612	MYBBP1A	ENSG00000132382	pancreatic cancer	4.0	3.0	3.0	1.0	0.000161			
613	MYBBP1A	ENSG00000132382	prostate cancer	7.0	1.0	3.0	1.0				0.003879
614	MYBBP1A	ENSG00000132382	renal cancer	3.0	2.0	1.0	6.0			0.0005955	
615	MYBBP1A	ENSG00000132382	skin cancer	6.0	4.0	1.0	0.0				
616	MYBBP1A	ENSG00000132382	stomach cancer	11.0	0.0	0.0	0.0		0.1785		
617	MYBBP1A	ENSG00000132382	testis cancer	10.0	0.0	1.0	0.0				0.132
618	MYBBP1A	ENSG00000132382	thyroid cancer	0.0	2.0	1.0	1.0			0.0008121	
619	MYBBP1A	ENSG00000132382	urothelial cancer	9.0	2.0	1.0	0.0				0.09703
620	HDAC2	ENSG00000196591	breast cancer	9.0	3.0	0.0	0.0			0.0007074	
621	HDAC2	ENSG00000196591	carcinoid	3.0	0.0	1.0	0.0				
622	HDAC2	ENSG00000196591	cervical cancer	9.0	2.0	1.0	0.0				0.1444
623	HDAC2	ENSG00000196591	colorectal cancer	12.0	0.0	0.0	0.0		0.2666		
624	HDAC2	ENSG00000196591	endometrial cancer	9.0	1.0	0.0	1.0				0.02561
625	HDAC2	ENSG00000196591	glioma	11.0	0.0	0.0	0.0		0.02607		
626	HDAC2	ENSG00000196591	head and neck cancer	4.0	0.0	0.0	0.0				0.0189
627	HDAC2	ENSG00000196591	liver cancer	8.0	1.0	1.0	2.0			5.391e-10	
628	HDAC2	ENSG00000196591	lung cancer	5.0	2.0	1.0	1.0				0.203
629	HDAC2	ENSG00000196591	lymphoma	9.0	2.0	0.0	0.0				
630	HDAC2	ENSG00000196591	melanoma	10.0	0.0	0.0	0.0				0.02634
631	HDAC2	ENSG00000196591	ovarian cancer	10.0	1.0	1.0	0.0				0.08998
